,date_card,place_card,weight_class,method,round,time,type,order,first_fighter_res,first_fighter,second_fighter,second_kd,first_sig_str_,second_sig_str_,first_sig_str_percentage,second_sig_str_percentage,first_total_str,second_total_str,referee,agg_height_first,agg_weight_first,agg_reach_first,agg_stand_first,agg_dob_first,agg_slpm_first,agg_str_acc_first,agg_sapm_first,agg_str_def_first,agg_td_avg_first,agg_td_acc_first,agg_td_def_first,agg_sub_avg_first,agg_recodr_first,agg_nickname_first,agg_fighter_name_first,agg_last_updated_first,agg_height_second,agg_weight_second,agg_reach_second,agg_stand_second,agg_dob_second,agg_slpm_second,agg_str_acc_second,agg_sapm_second,agg_str_def_second,agg_td_avg_second,agg_td_acc_second,agg_td_def_second,agg_sub_avg_second,agg_recodr_second
2840,7-Jun-14,"Albuquerque, New Mexico, USA",Lightweight, Submission ,3,2:31,perf,5,L,Yves Edwards,Piotr Hallmann,0,27 of 79,56 of 113,34%,49%,31 of 84,96 of 162,Mario Yamasaki,"5' 9""",155 lbs.,"73""",Southpaw,30-Sep-76,2.91,42%,2.34,66%,0.76,53%,69%,0.7,Record: 42-22-1 (1 NC),,Yves Edwards,57:28.3,"5' 9""",155 lbs.,"71""",Orthodox,25-Aug-87,3.98,45%,3.17,58%,2.55,44%,70%,0.4,Record: 18-6-0
2841,7-Jun-14,"Albuquerque, New Mexico, USA",Bantamweight, Submission ,2,1:52,,6,L,Erik Perez,Bryan Caraway,0,10 of 42,7 of 35,23%,20%,21 of 55,17 of 46,Raul Porrata,"5' 8""",135 lbs.,"68""",Orthodox,19-Nov-89,3.16,40%,2.09,66%,3.16,55%,69%,0.2,Record: 17-6-0,Goyito,Erik Perez,57:28.3,"5' 8""",135 lbs.,"68""",Orthodox,4-Aug-84,2.53,34%,3.61,54%,2.57,25%,80%,0.8,Record: 21-9-0
2842,7-Jun-14,"Albuquerque, New Mexico, USA",Bantamweight, Decision - Unanimous ,3,5:00,,7,L,Yaotzin Meza,Sergio Pettis,0,43 of 114,54 of 161,37%,33%,46 of 121,60 of 168,Kevin Mulhall,"5' 9""",145 lbs.,"71""",Orthodox,4-Feb-81,1.43,41%,1.62,64%,1.06,20%,18%,1.4,Record: 21-11-0 (1 NC),,Yaotzin Meza,57:28.3,"5' 6""",125 lbs.,"69""",Orthodox,18-Aug-93,3.88,37%,2.91,65%,0.85,40%,67%,0.4,Record: 18-5-0
2843,7-Jun-14,"Albuquerque, New Mexico, USA",Welterweight, Decision - Unanimous ,3,5:00,,8,L,Bobby Voelker,Lance Benoist,0,37 of 94,56 of 102,39%,54%,74 of 138,81 of 134,Mario Yamasaki,"6' 0""",170 lbs.,"74""",Orthodox,26-Apr-79,4.01,35%,5.84,42%,1.04,50%,66%,0,Record: 19-13-0,Vicious,Bobby Voelker,57:28.3,"5' 11""",170 lbs.,"72""",Southpaw,26-Aug-88,3.68,51%,2.7,56%,1.5,33%,61%,0,Record: 7-2-0
2844,7-Jun-14,"Albuquerque, New Mexico, USA",Flyweight, Decision - Unanimous ,3,5:00,fight,9,W,Scott Jorgensen,Danny Martinez,1,40 of 97,47 of 143,41%,32%,82 of 152,48 of 144,Kevin Mulhall,"5' 5""",135 lbs.,"66""",Orthodox,17-Sep-82,3.37,40%,3.41,65%,2.61,45%,59%,0.7,Record: 15-12-0,Young Guns,Scott Jorgensen,57:28.3,"5' 6""",125 lbs.,"67""",Orthodox,14-Jun-85,2.73,28%,3.77,63%,3,45%,36%,0,Record: 21-8-0
2845,7-Jun-14,"Albuquerque, New Mexico, USA",Lightweight, KO/TKO ,3,2:47,,10,W,Jon Tuck,Jake Lindsey,0,46 of 83,49 of 75,55%,65%,86 of 126,117 of 144,Raul Porrata,"5' 11""",155 lbs.,"73""",Orthodox,28-Aug-84,3,40%,3.74,60%,0.42,33%,50%,1,Record: 10-5-0,Super Saiyan,Jon Tuck,57:28.3,"5' 11""",155 lbs.,--,Switch,21-Jun-86,3.44,52%,4.01,46%,0.65,33%,50%,0,Record: 12-7-0
2846,7-Jun-14,"Albuquerque, New Mexico, USA",Light Heavyweight, KO/TKO ,2,2:28,,11,W,Patrick Cummins,Roger Narvaez,0,32 of 55,3 of 22,58%,13%,49 of 73,4 of 23,Raul Porrata,"6' 2""",205 lbs.,"76""",Orthodox,16-Nov-80,4.26,50%,3.35,55%,4.49,41%,28%,0.1,Record: 10-7-0,Durkin,Patrick Cummins,57:28.3,"6' 3""",185 lbs.,--,Southpaw,9-Sep-83,2.12,37%,3.32,64%,0,0%,50%,0.9,Record: 8-3-0
2847,31-May-14,"Sao Paulo, Brazil",Heavyweight, KO/TKO ,1,0:35,perf,1,W,Stipe Miocic,Fabio Maldonado,0,8 of 14,2 of 8,57%,25%,11 of 18,2 of 8,Mario Yamasaki,"6' 4""",240 lbs.,"80""",Orthodox,19-Aug-82,4.82,53%,3.82,54%,1.86,34%,68%,0,Record: 20-4-0,,Stipe Miocic,57:28.3,"6' 1""",205 lbs.,"75""",Orthodox,17-Mar-80,5.29,58%,4.31,53%,0.44,57%,61%,0.6,Record: 23-11-0
2848,31-May-14,"Sao Paulo, Brazil",Heavyweight, Decision - Unanimous ,3,5:00,belt,2,L,Vitor Miranda,Antonio Carlos Junior,0,21 of 47,19 of 70,44%,27%,103 of 136,33 of 85,Herb Dean,"6' 1""",185 lbs.,"77""",Orthodox,10-Mar-79,2.98,45%,2.95,58%,0.95,55%,50%,0.2,Record: 12-5-0,Lex Luthor,Vitor Miranda,57:28.3,"6' 2""",185 lbs.,"79""",Orthodox,16-Mar-90,1.95,42%,2.14,52%,3.42,39%,53%,0.8,Record: 11-5-0 (1 NC)
2849,31-May-14,"Sao Paulo, Brazil",Middleweight, Submission ,3,0:25,belt perf,3,L,Marcio Alexandre Junior,Warlley Alves,1,8 of 21,19 of 39,38%,48%,22 of 36,44 of 67,Mario Yamasaki,"6' 0""",185 lbs.,"75""",Southpaw,5-May-89,1.61,45%,2.89,42%,0.35,20%,66%,0.7,Record: 17-4-0,Lyoto,Marcio Alexandre Junior,57:28.3,"5' 11""",170 lbs.,"72""",Orthodox,4-Jan-91,3.09,47%,3.62,50%,1.48,54%,75%,1,Record: 15-4-0
2850,31-May-14,"Sao Paulo, Brazil",Welterweight, Decision - Unanimous ,3,5:00,,4,W,Demian Maia,Alexander Yakovlev,0,29 of 73,22 of 43,39%,51%,83 of 128,24 of 45,Herb Dean,"6' 1""",170 lbs.,"72""",Southpaw,6-Nov-77,1.8,43%,2.07,63%,2.49,24%,61%,1,Record: 28-11-0,,Demian Maia,57:28.3,"6' 3""",155 lbs.,"74""",Southpaw,18-Jul-84,1.74,47%,2.41,58%,1.66,35%,72%,0.1,Record: 24-10-1
2851,31-May-14,"Sao Paulo, Brazil",Featherweight, Decision - Split ,3,5:00,,5,L,Rony Jason,Robert Peralta,0,30 of 73,51 of 126,41%,40%,40 of 83,81 of 156,Mario Yamasaki,"5' 7""",145 lbs.,"73""",Orthodox,21-Mar-84,2.04,44%,3.14,53%,0.59,30%,36%,0.8,Record: 14-7-0 (1 NC),,Rony Jason,57:28.3,"5' 8""",145 lbs.,"71""",Orthodox,14-Mar-86,3.76,44%,2.97,53%,0.59,66%,65%,0,Record: 18-8-0 (1 NC)
2852,31-May-14,"Sao Paulo, Brazil",Lightweight, Decision - Unanimous ,3,5:00,,6,L,Rodrigo Damm,Rashid Magomedov,1,37 of 104,63 of 161,35%,39%,42 of 117,66 of 164,Herb Dean,"5' 7""",155 lbs.,"71""",Orthodox,3-Feb-80,3.5,36%,5.61,57%,0.44,16%,80%,0.3,Record: 13-9-0,,Rodrigo Damm,57:28.3,"5' 9""",155 lbs.,"70""",Orthodox,29-Nov-84,4.4,49%,3.05,54%,0.67,57%,89%,0.2,Record: 20-2-0
2853,10-May-14,"Cincinnati, Ohio, USA",Heavyweight, KO/TKO ,1,2:20,,5,W,Soa Palelei,Ruan Potts,0,5 of 7,0 of 3,71%,0%,19 of 21,5 of 8,Keith Peterson,"6' 4""",265 lbs.,"81""",Orthodox,12-Jul-77,2.47,57%,2.68,48%,2.2,47%,66%,0,Record: 22-5-0,The Hulk,Soa Palelei,57:28.3,"6' 2""",247 lbs.,"75""",Orthodox,23-Feb-78,0.85,37%,5.92,22%,0.75,16%,33%,2.3,Record: 11-6-0
2854,31-May-14,"Sao Paulo, Brazil",Lightweight, Submission ,3,4:21,,7,W,Elias Silverio,Ernest Chavez,0,65 of 172,54 of 139,37%,38%,65 of 172,61 of 146,Osiris Maia,"5' 11""",155 lbs.,"73""",Orthodox,22-Sep-86,3.67,49%,2.97,51%,1.62,38%,85%,0.2,Record: 13-3-0,Xuxu,Elias Silverio,57:28.3,"5' 8""",145 lbs.,"70""",Orthodox,27-Jun-83,2.79,40%,3.89,59%,0.89,33%,50%,0,Record: 10-2-0
2855,31-May-14,"Sao Paulo, Brazil",Welterweight, Decision - Unanimous ,3,5:00,,8,L,Paulo Thiago,Gasan Umalatov,0,42 of 110,24 of 62,38%,38%,48 of 119,46 of 85,Wernei Cardoso,"5' 11""",170 lbs.,"74""",Orthodox,25-Jan-81,1.71,39%,1.99,63%,1.42,31%,63%,1.2,Record: 18-9-0,,Paulo Thiago,57:28.3,"5' 11""",170 lbs.,"71""",Orthodox,11-Sep-82,2.23,39%,4.1,59%,0.75,17%,90%,0,Record: 17-4-2
2856,31-May-14,"Sao Paulo, Brazil",Bantamweight, KO/TKO ,1,2:47,,12,W,Pedro Munhoz,Matt Hobar,0,24 of 43,7 of 27,55%,25%,27 of 46,7 of 27,Mario Yamasaki,"5' 6""",135 lbs.,"65""",Orthodox,7-Sep-86,5.6,43%,5.87,58%,0.68,21%,80%,0.8,Record: 19-5-0 (1 NC),The Young Punisher,Pedro Munhoz,57:28.3,"5' 10""",135 lbs.,"70""",Southpaw,7-Jan-87,3.23,42%,4.27,52%,3.66,44%,50%,0,Record: 9-3-0
2857,31-May-14,"Berlin, Germany",Middleweight, Submission ,1,3:57,perf,1,L,Mark Munoz,Gegard Mousasi,0,3 of 9,18 of 29,33%,62%,3 of 9,30 of 47,Marc Goddard,"6' 0""",185 lbs.,"71""",Orthodox,9-Feb-78,3.12,51%,2.26,57%,3.17,29%,57%,0.6,Record: 14-6-0,The Filipino Wrecking Machine,Mark Munoz,57:28.3,"6' 2""",185 lbs.,"76""",Orthodox,1-Aug-85,3.75,50%,1.21,68%,1.59,60%,59%,1.1,Record: 42-6-2
2858,31-May-14,"Berlin, Germany",Middleweight, Decision - Unanimous ,3,5:00,perf,2,L,Francis Carmont,CB Dollaway,1,29 of 86,44 of 79,33%,55%,41 of 100,64 of 109,Leon Roberts,"6' 3""",205 lbs.,"78""",Orthodox,11-Oct-81,2.22,42%,1.64,59%,1.79,36%,73%,0.6,Record: 25-12-0,Limitless,Francis Carmont,57:28.3,"6' 2""",185 lbs.,"76""",Orthodox,10-Aug-83,2.65,47%,2.58,54%,3.55,54%,62%,1.2,Record: 17-9-0
2859,31-May-14,"Berlin, Germany",Middleweight, Decision - Split ,3,5:00,,3,L,Luke Barnatt,Sean Strickland,0,44 of 187,48 of 161,23%,29%,44 of 187,49 of 166,Grant Waterman,"6' 6""",185 lbs.,"77""",Orthodox,13-Apr-88,4.43,36%,3.87,59%,0.63,42%,63%,0.4,Record: 13-4-0,The Bigslow,Luke Barnatt,57:28.3,"6' 1""",185 lbs.,"76""",Orthodox,27-Feb-91,5.14,39%,3.64,67%,1.14,60%,82%,0.4,Record: 23-3-0
2860,31-May-14,"Berlin, Germany",Featherweight, Submission ,1,4:15,perf,4,L,Tom Niinimaki,Niklas Backstrom,0,7 of 11,5 of 12,63%,41%,11 of 16,6 of 13,Leon Roberts,"5' 9""",145 lbs.,"69""",Orthodox,25-Jul-82,1.91,54%,2.31,58%,2.97,46%,33%,0.5,Record: 22-8-1,Stoneface,Tom Niinimaki,57:28.3,"6' 1""",145 lbs.,--,Orthodox,22-Aug-89,1.12,41%,3.65,40%,2.92,80%,72%,2.2,Record: 11-3-0 (1 NC)
2861,31-May-14,"Berlin, Germany",Lightweight, Decision - Unanimous ,3,5:00,,5,W,Nick Hein,Drew Dober,0,50 of 105,49 of 127,47%,38%,87 of 148,97 of 178,Marc Goddard,"5' 6""",155 lbs.,"66""",Southpaw,24-Apr-84,2.65,35%,3.61,59%,0.86,33%,83%,0,Record: 14-5-0 (1 NC),Sergeant,Nick Hein,57:28.3,"5' 8""",155 lbs.,"70""",Southpaw,19-Oct-88,4.38,40%,4.08,52%,0.82,18%,55%,0.1,Record: 23-11-0 (1 NC)
2862,31-May-14,"Berlin, Germany",Middleweight, Submission ,2,4:59,perf,6,W,Magnus Cedenblad,Krzysztof Jotko,0,17 of 31,15 of 25,54%,60%,58 of 83,63 of 77,Wolf Menninger,"6' 5""",185 lbs.,"79""",Orthodox,10-Apr-82,2.38,51%,3.02,40%,2.87,64%,66%,1,Record: 14-5-0,Jycken,Magnus Cedenblad,57:28.3,"6' 1""",185 lbs.,"77""",Southpaw,19-Aug-89,2.94,41%,2.2,57%,1.16,34%,87%,0.1,Record: 22-5-0
2863,31-May-14,"Berlin, Germany",Bantamweight, KO/TKO ,1,0:25,,7,L,Vaughan Lee,Iuri Alcantara,1,4 of 4,5 of 10,100%,50%,4 of 4,5 of 10,Grant Waterman,"5' 6""",125 lbs.,"66""",Orthodox,15-Oct-82,3.47,47%,2.07,70%,0.81,33%,72%,1,Record: 14-13-1,,Vaughan Lee,57:28.3,"5' 9""",135 lbs.,"71""",Southpaw,4-Aug-80,2.72,45%,2.79,49%,1.44,62%,60%,0.8,Record: 35-10-0 (1 NC)
2864,4-Feb-06,"Las Vegas, Nevada, USA",Heavyweight, KO/TKO ,1,1:25,,2,W,Brandon Vera,Justin Eilers,0,7 of 10,4 of 7,70%,57%,7 of 10,8 of 11,Mario Yamasaki,"6' 3""",230 lbs.,"78""",Orthodox,10-Oct-77,3.03,56%,2.81,52%,0.7,53%,59%,0.2,Record: 15-7-0 (1 NC),The Truth,Brandon Vera,57:28.3,,,,,,,,,,,,,,
2865,31-May-14,"Berlin, Germany",Welterweight, Decision - Unanimous ,3,5:00,,8,W,Peter Sobotta,Pawel Pawlak,0,47 of 101,21 of 84,46%,25%,121 of 180,65 of 128,Leon Roberts,"6' 0""",170 lbs.,"75""",Southpaw,11-Jan-87,2.14,40%,2.9,58%,1.53,32%,77%,0.5,Record: 17-7-1,,Peter Sobotta,57:28.3,"6' 0""",170 lbs.,"73""",Orthodox,8-Feb-89,1.67,33%,2.22,53%,1,37%,70%,0,Record: 12-3-0
2866,31-May-14,"Berlin, Germany",Featherweight, Decision - Unanimous ,3,5:00,,9,L,Andy Ogle,Maximo Blanco,1,44 of 116,60 of 117,37%,51%,78 of 150,117 of 184,Wolf Menninger,"5' 8""",145 lbs.,"69""",Orthodox,16-Feb-89,2.24,44%,2.23,50%,1.44,26%,58%,0,Record: 9-6-0,The Little Axe,Andy Ogle,57:28.3,"5' 8""",145 lbs.,"71""",Orthodox,16-Oct-83,4.11,44%,3.19,66%,1.85,36%,63%,0.3,Record: 12-8-1 (1 NC)
2867,31-May-14,"Berlin, Germany",Heavyweight, Decision - Unanimous ,3,5:00,,10,L,Viktor Pesta,Ruslan Magomedov,0,26 of 84,47 of 117,30%,40%,46 of 120,51 of 121,Marc Goddard,"6' 3""",240 lbs.,"77""",Orthodox,15-Jul-90,1.58,36%,2.54,56%,3.29,28%,100%,0,Record: 10-4-0,,Viktor Pesta,57:28.3,"6' 3""",242 lbs.,"78""",Orthodox,26-Nov-86,4.02,47%,1.47,66%,0.33,100%,88%,0,Record: 14-1-0
2868,24-May-14,"Las Vegas, Nevada, USA",Bantamweight, KO/TKO ,5,2:26,belt fight perf,1,L,Renan Barao,TJ Dillashaw,2,64 of 273,140 of 309,23%,45%,68 of 277,169 of 344,Herb Dean,"5' 6""",145 lbs.,"70""",Orthodox,31-Jan-87,3.78,36%,3.9,57%,1.49,41%,91%,0.5,Record: 34-9-0 (1 NC),The Baron,Renan Barao,57:28.3,"5' 6""",135 lbs.,"67""",Orthodox,7-Feb-86,5.37,41%,3.03,65%,1.68,37%,86%,1,Record: 17-4-0
2869,10-Nov-12,"Macau, China",Middleweight, KO/TKO ,1,2:17,ko,1,L,Rich Franklin,Cung Le,1,12 of 21,8 of 16,57%,50%,12 of 21,8 of 16,Marc Goddard,"6' 1""",185 lbs.,"76""",Southpaw,5-Oct-74,4.1,44%,2.07,62%,1.31,66%,63%,0.7,Record: 29-7-0 (1 NC),Ace,Rich Franklin,57:28.3,"5' 9""",185 lbs.,"70""",Southpaw,25-May-72,4.36,48%,2.98,66%,1.37,71%,88%,0.3,Record: 9-3-0
2870,24-May-14,"Las Vegas, Nevada, USA",Light Heavyweight, Submission ,3,3:53,,2,W,Daniel Cormier,Dan Henderson,0,50 of 80,6 of 18,62%,33%,131 of 173,12 of 25,Yves Lavigne,"5' 11""",235 lbs.,"72""",Orthodox,20-Mar-79,4.25,52%,2.92,54%,1.83,44%,80%,0.4,Record: 22-3-0 (1 NC),DC,Daniel Cormier,57:28.3,"5' 11""",185 lbs.,"74""",Orthodox,24-Aug-70,2.44,47%,2.7,51%,1.52,52%,57%,0.3,Record: 32-15-0
2871,24-May-14,"Las Vegas, Nevada, USA",Welterweight, KO/TKO ,3,3:06,,3,W,Robbie Lawler,Jake Ellenberger,0,68 of 155,29 of 89,43%,32%,72 of 159,30 of 90,Herb Dean,"5' 11""",170 lbs.,"74""",Southpaw,20-Mar-82,3.5,45%,4.16,60%,0.68,64%,64%,0,Record: 28-15-0 (1 NC),Ruthless,Robbie Lawler,57:28.3,"5' 9""",170 lbs.,"71""",Orthodox,28-Mar-85,2.47,39%,2.83,60%,2.04,47%,86%,0.4,Record: 31-15-0
2872,24-May-14,"Las Vegas, Nevada, USA",Bantamweight, Decision - Unanimous ,3,5:00,,4,W,Takeya Mizugaki,Francisco Rivera,0,35 of 135,41 of 104,25%,39%,67 of 179,61 of 124,Yves Lavigne,"5' 7""",135 lbs.,"69""",Orthodox,16-Dec-83,3.37,37%,3.27,57%,1.46,57%,70%,0.1,Record: 21-11-2,,Takeya Mizugaki,57:28.3,"5' 8""",135 lbs.,"70""",Orthodox,8-Oct-81,4.07,41%,3.16,68%,1.01,63%,68%,0.6,Record: 11-7-0 (1 NC)
2873,24-May-14,"Las Vegas, Nevada, USA",Lightweight, KO/TKO ,1,5:00,,5,L,Jamie Varner,James Krause,0,7 of 30,22 of 51,23%,43%,9 of 33,32 of 66,Jason Herzog,"5' 8""",155 lbs.,"71""",Orthodox,12-Oct-84,2.92,34%,2.55,58%,3.49,53%,66%,0.8,Record: 21-11-1 (2 NC),,Jamie Varner,57:28.3,"6' 2""",170 lbs.,"73""",Orthodox,4-Jun-86,4.79,49%,4.11,61%,0.96,18%,59%,0.9,Record: 28-9-0
2874,24-May-14,"Las Vegas, Nevada, USA",Lightweight, Decision - Unanimous ,3,5:00,,6,W,Michael Chiesa,Francisco Trinaldo,0,19 of 70,13 of 34,27%,38%,121 of 208,23 of 44,Herb Dean,"6' 1""",170 lbs.,"75""",Southpaw,7-Dec-87,1.89,40%,1.71,54%,3.6,52%,68%,0.9,Record: 18-4-0,Maverick,Michael Chiesa,57:28.3,"5' 9""",155 lbs.,"70""",Southpaw,24-Aug-78,3.08,43%,2.64,59%,1.03,45%,60%,0.5,Record: 26-8-0
2875,24-May-14,"Las Vegas, Nevada, USA",Bantamweight, Decision - Unanimous ,3,5:00,,8,W,Chris Holdsworth,Chico Camus,0,26 of 88,25 of 59,29%,42%,140 of 225,33 of 67,Mark Smith,"5' 11""",135 lbs.,--,,24-Oct-87,1.85,29%,1.94,58%,3.38,62%,100%,2,Record: 6-0-0,,Chris Holdsworth,57:28.3,"5' 6""",125 lbs.,"66""",Orthodox,26-Jan-85,2.58,41%,2.46,64%,0.77,40%,72%,0.4,Record: 17-7-0 (1 NC)
2876,19-Jun-04,"Las Vegas, Nevada, USA",Heavyweight, KO/TKO ,1,1:26,,1,W,Ken Shamrock,Kimo Leopoldo,0,12 of 15,4 of 5,80%,80%,14 of 17,4 of 6,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,24-May-14,"Las Vegas, Nevada, USA",Lightweight, Submission ,2,0:57,perf,9,L,Al Iaquinta,Mitch Clarke,0,13 of 19,8 of 21,68%,38%,31 of 40,20 of 34,Jason Herzog,"5' 10""",155 lbs.,"70""",Orthodox,30-Apr-87,4.06,40%,4.44,61%,0.64,18%,74%,0.2,Record: 14-6-1,Raging,Al Iaquinta,57:28.3,"5' 10""",155 lbs.,"73""",Orthodox,24-Nov-85,2.35,34%,3.27,47%,0.64,15%,50%,0.4,Record: 11-5-0
2878,24-May-14,"Las Vegas, Nevada, USA",Lightweight, Decision - Unanimous ,3,5:00,,10,L,Anthony Njokuani,Vinc Pichel,0,24 of 77,57 of 113,31%,50%,30 of 84,98 of 159,Mark Smith,"6' 1""",155 lbs.,"75""",Orthodox,1-Mar-80,3.94,46%,2.41,65%,0.5,45%,53%,0.2,Record: 16-12-0 (1 NC),The Assassin,Anthony Njokuani,57:28.3,"5' 10""",155 lbs.,"72""",Orthodox,23-Nov-82,3.2,46%,2.28,56%,3.83,60%,20%,0.3,Record: 13-2-0
2879,24-May-14,"Las Vegas, Nevada, USA",Featherweight, Decision - Unanimous ,3,5:00,,11,W,Sam Sicilia,Aaron Phillips,0,37 of 68,18 of 40,54%,45%,95 of 129,109 of 137,Jason Herzog,"5' 8""",145 lbs.,"67""",Orthodox,1-Feb-86,2.46,33%,3.55,59%,1.45,43%,70%,0.9,Record: 15-8-0,,Sam Sicilia,57:28.3,"5' 9""",135 lbs.,"71""",Southpaw,5-Aug-89,1.65,56%,3.44,39%,0,0%,44%,0.4,Record: 12-4-0
2880,16-Jan-06,"Las Vegas, Nevada, USA",Light Heavyweight, Submission ,1,4:30,,2,W,Stephan Bonnar,James Irvin,0,2 of 5,5 of 6,40%,83%,22 of 25,8 of 9,Herb Dean,"6' 4""",205 lbs.,"79""",Orthodox,4-Apr-77,2.76,38%,3.01,52%,1.32,40%,60%,1,Record: 15-9-0,The American Psycho,Stephan Bonnar,57:28.3,,,,,,,,,,,,,,
2881,24-May-14,"Las Vegas, Nevada, USA",Welterweight, Decision - Split ,3,5:00,,12,L,David Michaud,Jingliang Li,0,41 of 121,61 of 156,33%,39%,69 of 152,84 of 180,Mark Smith,"5' 9""",155 lbs.,--,Orthodox,10-Nov-88,3.25,43%,4.45,54%,2.53,58%,77%,0.7,Record: 11-3-0,BullDawg,David Michaud,57:28.3,"6' 0""",170 lbs.,"71""",Orthodox,20-Mar-88,4.52,42%,3.65,59%,1.28,39%,59%,0,Record: 18-6-0
2882,10-May-14,"Cincinnati, Ohio, USA",Welterweight, KO/TKO ,3,2:11,fight perf,1,W,Matt Brown,Erick Silva,1,118 of 166,25 of 54,71%,46%,161 of 213,39 of 71,Herb Dean,"6' 0""",170 lbs.,"75""",Orthodox,10-Jan-81,3.69,54%,2.67,55%,1.56,44%,63%,1.4,Record: 24-18-0,The Immortal,Matt Brown,57:28.3,"6' 0""",170 lbs.,"74""",Orthodox,21-Jun-84,2.5,48%,4.18,49%,0.85,35%,56%,1.4,Record: 19-9-0 (1 NC)
2883,10-May-14,"Cincinnati, Ohio, USA",Middleweight, KO/TKO ,1,3:47,,2,W,Costas Philippou,Lorenz Larkin,0,15 of 44,16 of 30,34%,53%,31 of 63,19 of 34,Keith Peterson,"5' 11""",185 lbs.,"73""",Orthodox,29-Nov-79,2.19,35%,2.73,54%,0.4,42%,65%,0.3,Record: 13-5-0 (1 NC),,Costas Philippou,57:28.3,"5' 11""",170 lbs.,"72""",Orthodox,3-Sep-86,3.53,46%,2.74,63%,0.27,42%,79%,0.1,Record: 18-6-0 (1 NC)
2884,10-May-14,"Cincinnati, Ohio, USA",Lightweight, KO/TKO ,1,3:21,,3,L,Erik Koch,Daron Cruickshank,1,6 of 21,24 of 45,28%,53%,6 of 21,26 of 47,Gary Copeland,"5' 10""",170 lbs.,"71""",Southpaw,4-Oct-88,2.33,42%,2.82,47%,1.02,42%,81%,1,Record: 16-6-0,Phoenix,Erik Koch,57:28.3,"5' 8""",155 lbs.,"72""",Switch,11-Jun-85,2.88,38%,2.98,57%,2.04,41%,60%,0.2,Record: 18-10-0 (1 NC)
2885,10-May-14,"Cincinnati, Ohio, USA",Welterweight, Decision - Unanimous ,3,5:00,,4,W,Neil Magny,Tim Means,0,29 of 77,30 of 66,37%,45%,52 of 105,53 of 89,Jerry Krysz,"6' 3""",170 lbs.,"80""",Orthodox,3-Aug-87,3.67,46%,2.06,56%,2.44,42%,57%,0.3,Record: 25-9-0,The Haitian Sensation,Neil Magny,57:28.3,"6' 2""",170 lbs.,"75""",Orthodox,20-Feb-84,5.16,48%,3.58,61%,0.92,41%,64%,0.2,Record: 31-12-1 (1 NC)
2886,10-May-14,"Cincinnati, Ohio, USA",Flyweight, Decision - Split ,3,5:00,,6,W,Chris Cariaso,Louis Smolka,0,64 of 124,42 of 97,51%,43%,86 of 149,79 of 135,Herb Dean,"5' 3""",125 lbs.,"64""",Southpaw,27-May-81,3.35,43%,2.23,61%,1.11,39%,57%,0.8,Record: 17-8-0,Kamikaze,Chris Cariaso,57:28.3,"5' 9""",135 lbs.,"68""",Orthodox,16-Jul-91,4.44,46%,3.74,53%,1.84,37%,31%,1.9,Record: 17-7-0
2887,10-May-14,"Cincinnati, Ohio, USA",Middleweight, Decision - Unanimous ,3,5:00,,7,W,Ed Herman,Rafael Natal,0,51 of 87,35 of 73,58%,47%,78 of 117,71 of 114,Jerry Krysz,"6' 1""",205 lbs.,"77""",Orthodox,2-Oct-80,3.32,49%,3.35,43%,2.21,48%,60%,1.2,Record: 27-14-0 (1 NC),Short Fuse,Ed Herman,57:28.3,"6' 0""",185 lbs.,"77""",Orthodox,25-Dec-82,3.1,47%,2.48,57%,2.55,34%,77%,0.5,Record: 21-9-1
2888,10-May-14,"Cincinnati, Ohio, USA",Flyweight, Decision - Unanimous ,3,5:00,,8,W,Kyoji Horiguchi,Darrell Montague,0,65 of 147,26 of 105,44%,24%,82 of 169,35 of 114,Gary Copeland,"5' 5""",125 lbs.,"66""",Orthodox,12-Oct-90,3.6,45%,2.45,62%,2,44%,55%,0,Record: 19-2-0,,Kyoji Horiguchi,57:28.3,"5' 6""",125 lbs.,"67""",Southpaw,3-Nov-87,1.92,25%,5.38,52%,0.72,25%,33%,1.4,Record: 13-5-0
2889,19-Jun-04,"Las Vegas, Nevada, USA",Welterweight, KO/TKO ,1,4:15,,2,W,Frank Trigg,Dennis Hallman,0,20 of 41,1 of 6,48%,16%,34 of 56,14 of 19,Mario Yamasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,10-May-14,"Cincinnati, Ohio, USA",Welterweight, Decision - Unanimous ,3,5:00,,9,L,Yan Cabral,Zak Cummings,0,23 of 38,28 of 83,60%,33%,44 of 59,50 of 108,Keith Peterson,"5' 11""",155 lbs.,"73""",Orthodox,13-May-83,2.02,47%,1.98,62%,2.89,35%,37%,1.2,Record: 13-3-0,,Yan Cabral,57:28.3,"6' 0""",185 lbs.,"75""",Southpaw,2-Aug-84,2.58,32%,2.83,55%,0.68,28%,65%,0.7,Record: 24-7-0
